,0
1012,"Free to Play,Sandbox,Building,Simulation,Casual,Indie,Multiplayer,VR,Singleplayer,Crafting"
1013,"Rogue-like,RPG,Multiplayer,Pixel Graphics,2D,Adventure,Action,Co-op,Indie,Platformer,Rogue-lite,Difficult,Survival,Side Scroller,Perma Death,Crafting,Retro,Singleplayer,Great Soundtrack,Early Access"
1014,"Survival,Multiplayer,Zombies,Action,Sandbox,Adventure,Open World,Indie,Crafting,Co-op,FPS,Shooter,Dragons,Walking Simulator,First-Person,Online Co-Op,Survival Horror,PvP,Horror,Voxel"
1015,"Simulation,Gore,First-Person,Multiplayer,Co-op,Physics,Funny,Indie,Sci-fi,Masterpiece,Comedy,Space,Horror,Singleplayer,Walking Simulator,Casual,Blood,Parody,Sandbox,Adventure"
1016,"Indie,Strategy,Puzzle,Space"
1017,"Casual,Hidden Object"
1018,"Casual,Adventure,Hidden Object"
1019,"Action,RPG,Indie"
1020,"Classic,Action,6DOF,Old School,Shooter,FPS,Space,Retro,1990's,Sci-fi,First-Person,Flight,Co-op,Difficult,Singleplayer,Adventure,Pixel Graphics"
1021,"Arcade,Action,Co-op,Classic,Shoot 'Em Up,2D,Retro,Side Scroller,Multiplayer,Pixel Graphics,Local Co-Op,Shooter,Great Soundtrack,Difficult,Singleplayer,Adventure,Masterpiece,Old School,Anime"
1022,"Bullet Hell,Anime,Shoot 'Em Up,Action,Great Soundtrack,Arcade,Indie,Female Protagonist,Singleplayer,2D,Cute,Shooter,Difficult"
1023,"Strategy,Indie,Action,RTS"
1024,"Shoot 'Em Up,Indie,Action,Arcade,2D,Bullet Hell,Side Scroller,Singleplayer,Difficult"
1025,"RPG,Adventure,Action,Comedy,Local Co-Op,Action RPG,Singleplayer"
1026,"Survival,Post-apocalyptic,Singleplayer,Strategy,Simulation,Dark Humor,Funny,Indie,Adventure,Comedy,Choices Matter,Action,Point & Click,Difficult,Casual,War,Dark Comedy,Atmospheric,Horror,Rogue-like"
1027,"Horror,Survival Horror,Action,Local Co-Op,Adventure,Third Person,Co-op,Survival,Singleplayer,Atmospheric,Classic,Masterpiece,Gore,Great Soundtrack,Female Protagonist,Zombies,Multiplayer"
1028,"Action,Indie,Platformer,Difficult"
1029,"Strategy,Fantasy,Villain Protagonist"
1030,"Simulation,Realistic,Naval,Open World,Multiplayer,Adventure,Singleplayer"
1031,"Simulation,Driving,Singleplayer"
1032,"Free to Play,Strategy,Card Game,Indie,Trading Card Game,Action"
1033,"Free to Play,Trading Card Game,Strategy,Multiplayer,Fantasy,PvE,PvP,Card Game"
1034,"Free to Play,Strategy,Indie,Turn-Based,Turn-Based Combat,Turn-Based Tactics,Multiplayer,Card Game"
1035,"Strategy,Management,Trains,Simulation,Real-Time with Pause,Economy,Singleplayer,Classic,Building"
1036,"Strategy,City Builder,Simulation,Rome,Singleplayer,Historical"
1037,"Strategy,Simulation,Trading,RPG,Economy,Management,Historical,Pirates"
1038,"Action,RPG"
1039,"Racing,Action"
1040,"Free to Play,Indie,Nudity,Female Protagonist,Short,Singleplayer,Sexual Content,Mature,Pixel Graphics,2D,Memes,Experimental,Masterpiece,Atmospheric"
1041,"Action,Co-op,Beat 'em up,Rogue-like,Indie,Adventure,RPG,Multiplayer,Local Co-Op,Online Co-Op,Rogue-lite,Dungeon Crawler,2D,Funny,Difficult,Hack and Slash,Side Scroller,Procedural Generation"
1042,"Indie,Action,Building,Space,Singleplayer,Female Protagonist,Rogue-like,2D,Sci-fi,Rogue-lite,Shooter,Colorful,Top-Down,Replay Value,Hand-drawn,Family Friendly,Cartoony,Cartoon,Shoot 'Em Up,Funny"
1043,"Survival,Post-apocalyptic,Base Building,Pixel Graphics,Strategy,Management,RPG,Indie,Resource Management,Building,2D,Simulation,Singleplayer,Crafting,Open World,Adventure,Side Scroller,Difficult,Horror,Early Access"
1044,"Casual,Free to Play,Strategy,Indie,Tower Defense,Match 3,Puzzle"
1045,"Free to Play,Indie,Action,Space,Multiplayer,Sci-fi,Co-op"
1046,"Early Access,Free to Play,RPG,Massively Multiplayer,MMORPG,Multiplayer,Adventure,Pixel Graphics,Open World,Early Access,2D,Indie,Sandbox,Crafting,Fantasy,Isometric,Retro,Exploration,Relaxing,Base Building"
1047,"Free to Play,Indie,Casual,2D,Strategy,Singleplayer,Tower Defense,Zombies,Funny"
1048,"Cyberpunk,Strategy,Sci-fi,Tactical,Real-Time,Indie,Action,Open World,Stealth,Top-Down,Co-op,Isometric,Class-Based,Singleplayer,Kickstarter,RPG,Multiplayer,RTS,Atmospheric,Great Soundtrack"
1049,"Metroidvania,Pixel Graphics,Platformer,Great Soundtrack,Indie,2D,Sci-fi,Action,Retro,Adventure,Exploration,Singleplayer,Atmospheric,Cyberpunk,Difficult,Side Scroller,Masterpiece,Horror,Shooter,Aliens"
1050,"Detective,FMV,Indie,Story Rich,Female Protagonist,Mystery,Realistic,Singleplayer,Adventure,Puzzle,Simulation,Crime,Experimental,Casual,Horror,Visual Novel,Psychological Horror,Short,Point & Click,Emotional"
1051,"Strategy,RTS,God Game,Indie,Fantasy,Base Building,Sandbox,Simulation,Villain Protagonist,Kickstarter,Management,Dungeon Crawler,Funny,Singleplayer,Multiplayer,Dark Comedy,Building,Level Editor,Comedy,Early Access"
1052,"Adventure,Sci-fi,Indie,Atmospheric,First-Person,Puzzle,Exploration,Open World,Singleplayer,Story Rich,Cyberpunk,Walking Simulator,Nudity,Short,Great Soundtrack,Masterpiece,Female Protagonist"
1053,"Strategy,Turn-Based,Turn-Based Tactics,Indie,Tactical,Fantasy,Singleplayer,RPG,Kickstarter,Management,Tactical RPG,Turn-Based Strategy,Perma Death"
1054,"Strategy,Space,Simulation,Turn-Based,Indie,4X,Sci-fi,Grand Strategy,Tactical,Great Soundtrack,Capitalism,Turn-Based Strategy,Turn-Based Tactics,Real-Time with Pause,Singleplayer,Bullet Hell,Aliens,2D,Futuristic,Adventure"
1055,"Management,Simulation,Strategy,Puzzle,Indie,Economy,Singleplayer,Automation,Isometric,Casual,Resource Management,Base Building,2D,Sandbox,Moddable,Family Friendly,Great Soundtrack"
1056,"Action,RPG,Simulation,Indie,Space,Sci-fi,Singleplayer,Third Person"
1057,"Space,RPG,Open World,Action,Sci-fi,Indie,Sandbox,Strategy,Top-Down,Simulation,Moddable,Singleplayer,Multiplayer,Character Customization,Multiple Endings,Atmospheric,Classic"
1058,"Stealth,Turn-Based Strategy,Cyberpunk,Rogue-like,Turn-Based,Strategy,Procedural Generation,Isometric,Indie,Singleplayer,Turn-Based Tactics,Tactical,Perma Death,Difficult,Rogue-lite,Sci-fi,Action,Adventure,Great Soundtrack,Female Protagonist"
1059,"Indie,Platformer,Adventure,Puzzle,Casual,Puzzle-Platformer,Atmospheric,2D,Singleplayer,Narration,Story Rich,Difficult,Great Soundtrack,Short,Action,Beautiful,Masterpiece,Side Scroller"
1060,"Indie,Local Multiplayer,Multiplayer,2D,Strategy,Singleplayer,Controller,RTS,Colorful,Action,Adventure,Tower Defense"
1061,"Rogue-like,Indie,Difficult,Pixel Graphics,Bullet Hell,Action,Rogue-lite,Top-Down Shooter,Great Soundtrack,Post-apocalyptic,Shooter,Local Co-Op,Singleplayer,Top-Down,2D,Twin Stick Shooter,Perma Death,RPG,Local Multiplayer,GameMaker"
1062,"Tower Defense,Strategy,Indie,Co-op,Sci-fi,Multiplayer,Singleplayer,Survival,Addictive"
1063,"Platformer,Difficult,Action,Indie,Retro,2D,Adventure,Singleplayer,Arcade,Old School,Side Scroller,Pixel Graphics,Fantasy"
1064,"Early Access,God Game,City Builder,Simulation,Sandbox,Strategy,Early Access,Open World,Resource Management,Survival,Singleplayer,Indie,Management,Exploration,Aliens,Science,Sci-fi,RTS,Kickstarter,Casual"
1065,"Indie,Strategy,God Game,Pixel Graphics"
1066,"Strategy,Space,Indie,Turn-Based Strategy,Multiplayer,Turn-Based,Singleplayer,Sci-fi,Physics,4X,Local Multiplayer,Early Access"
1067,"Pixel Graphics,Indie,Action,Platformer,Time Travel,Side Scroller,Time Manipulation,2D,Shooter,Singleplayer,Bullet Hell,Adventure,Great Soundtrack,Funny,Sci-fi,Comedy,Difficult,Music,Replay Value,Co-op"
1068,"Indie,Puzzle,Platformer,Metroidvania,Sci-fi,Time Manipulation,Singleplayer,Puzzle-Platformer,2D,Pixel Graphics"
1069,"Indie,Action,Casual,Sports,Local Multiplayer,Strategy,Local Co-Op,Multiplayer,Fast-Paced,Racing,Arcade,4 Player Local,Colorful,Space,Singleplayer,Great Soundtrack,Soundtrack,Co-op,2D"
1070,"Indie,Local Multiplayer,Funny,Action,Multiplayer,Casual,Sports,Arcade,Space,4 Player Local,Competitive,2D,Local Co-Op,Fighting,Retro,Great Soundtrack,Family Friendly,Masterpiece,Early Access,Fast-Paced"
1071,"Indie,Simulation,Rhythm,Puzzle,Experimental,Music"
1072,"Early Access,Space,Sandbox,Open World,Multiplayer,Building,Sci-fi,Voxel,Adventure,Early Access,Indie,Crafting,Action,Exploration,Simulation,Strategy,RPG,Space Sim,Co-op,Massively Multiplayer"
1073,"RPG,Simulation,Space,Sci-fi"
1074,"Indie,Action,Steampunk"
1075,"Mythology,Action,Platformer,Metroidvania,Adventure,Indie,2D,RPG,Side Scroller,Historical,Singleplayer,Stylized,Great Soundtrack,Atmospheric,Nudity,Difficult,Masterpiece,Multiplayer"
1076,"Indie,Casual,Puzzle,Robots"
1077,"Strategy,Indie,Card Game,Casual,Steampunk,Turn-Based Strategy,Tactical,Robots,Mechs"
1078,"Action,Shoot 'Em Up"
1079,"Racing,Action,Casual,Indie,Local Multiplayer,Funny,Split Screen,4 Player Local"
1080,"Racing,Indie,Action,Sports,Multiplayer,Casual"
1081,"Adventure,Indie,Action,Horror,FPS,Psychological Horror,Survival Horror,Sci-fi,Demons,Early Access,Story Rich,Great Soundtrack"
1082,"Indie,Puzzle,Strategy,Action,Robots,Casual,Isometric"
1083,"Indie,Casual,Platformer,Action,Retro,Arcade,2D"
1084,"Indie,Casual,Action,Zombies,Tower Defense,Strategy,Shooter,2D,Gore,Side Scroller,Violent,Singleplayer"
1085,"Puzzle,Indie,Casual,Robots,Difficult,Puzzle-Platformer"
1086,"Card Game,Indie,Trading Card Game,Casual,Singleplayer,Adventure,Great Soundtrack,Cute,Funny,Turn-Based,Female Protagonist,Puzzle,Strategy"
1087,"Shoot 'Em Up,Indie,Bullet Hell,Action,Arcade,Side Scroller,Shooter,Singleplayer,2D,Difficult,Controller,Steampunk"
1088,"Action,Retro,Co-op,Steampunk,Top-Down,Shooter,Classic,Singleplayer,2D"
1089,"Adventure,Point & Click,Indie,Puzzle,Funny,Hand-drawn,Comedy,Story Rich,Singleplayer,2D,Atmospheric"
1090,"RPG,Indie,RPGMaker,Adventure,JRPG"
1091,"Action,Indie,Platformer,Rogue-like,Space,Sci-fi,Casual,Procedural Generation,Singleplayer,Great Soundtrack,Rogue-lite,Difficult"
1092,"Indie,Casual,Action,Arcade,Puzzle,Physics"
1093,"Indie,Casual,Action,Strategy,2D,Pixel Graphics"
1094,"Strategy,Indie,Tower Defense,Action,Sci-fi,Multiplayer,RTS,Singleplayer,Touch-Friendly"
1095,"Action,Shooter,Indie,RPG,Top-Down,Singleplayer,Top-Down Shooter,Aliens,Isometric,Gore,Classic,Sci-fi,Atmospheric,Masterpiece"
1096,"Action,Indie,Shoot 'Em Up,Retro"
1097,"Indie,Action,Multiplayer,Masterpiece,Funny,Flight"
1098,"Massively Multiplayer,RPG"
1099,"Action,Adventure,Indie,Casual,Platformer"
1100,"Adventure,Indie,Puzzle,Point & Click,Robots,Singleplayer"
1101,"Action,Indie,RPG"
1102,"Casual,Puzzle,Masterpiece"
1103,"RPG,Adventure,Free to Play,Robots,Indie,Action,Platformer,Sci-fi,2D,Singleplayer,Atmospheric,Horror,Great Soundtrack,Surreal,Story Rich,Cyberpunk,Multiplayer,Metroidvania,Psychological Horror,Cute"
1104,"Action,Zombies,Indie,RPG,Shooter,Top-Down,Isometric,Singleplayer,Top-Down Shooter,Gore,Horror"
1105,"Zombies,Action,Indie,RPG,Shooter,Top-Down Shooter,Isometric,Gore,Singleplayer,Top-Down"
1106,"Strategy,4X,Space,Sci-fi,RTS,Indie,Multiplayer"
1107,"Animation & Modeling,Funny,Video Production,Comedy,Simulation,Memes,Cute,Singleplayer,Family Friendly,Software,Indie,Masterpiece,Fantasy,3D Vision,Action,Early Access,3D,Epic,Nudity,Beautiful"
1108,"Strategy,Sci-fi,Space,4X,Turn-Based"
1109,"Strategy,Simulation,Grand Strategy,Historical,Turn-Based,Turn-Based Strategy,Multiplayer,Singleplayer,Replay Value"
1110,"Strategy,Indie"
1111,"Strategy,Simulation,Management,Economy"
1112,"Strategy,RTS,Sci-fi,Classic"
1113,"Horror,Psychological Horror,Atmospheric,Walking Simulator,First-Person,Singleplayer,Story Rich,Indie,Adventure,Psychedelic,Dark,Great Soundtrack,Puzzle,Mystery,Exploration,Lovecraftian,Surreal,Survival Horror,Point & Click,Short"
1114,"Indie,Adventure,Exploration,Walking Simulator,Atmospheric,VR,First-Person,Casual,Puzzle,Early Access,Horror,Beautiful,Great Soundtrack,Story Rich,Singleplayer,Surreal,Fantasy,Simulation,Open World,Masterpiece"
1115,"Strategy,Action,Indie,Space,4X"
1116,"Indie,Platformer,Adventure,Exploration,Metroidvania,Female Protagonist,Great Soundtrack,Violent,Atmospheric,2D,Sexual Content,Puzzle"
1117,"Casual,Indie,Puzzle,Touch-Friendly"
1118,"Rogue-like,Strategy,Indie,Turn-Based,Puzzle,RPG,Singleplayer,Fantasy,Casual,Rogue-lite,Difficult,Resource Management,Great Soundtrack,Adventure,Comedy,2D,Addictive,Top-Down,Dungeon Crawler,Procedural Generation"
1119,"Building,Open World,Sandbox,Robots,Multiplayer,Crafting,Adventure,Survival,Action,Singleplayer,Early Access,Strategy,Exploration,Indie,Physics,Third Person,Shooter,Sci-fi,Simulation,Co-op"
1120,"Survival,Post-apocalyptic,Action,Adventure,Third Person,Singleplayer,Parkour,Atmospheric,Dark,Third-Person Shooter,Open World,Shooter,FPS,Horror,Platformer,Action-Adventure,Masterpiece,Survival Horror"
1121,"Fighting,Arcade,2D Fighter,Action,Classic,2D,Anime,Pixel Graphics,Great Soundtrack,Retro,Multiplayer"
1122,"Fighting,2D Fighter,Action,Arcade,Anime,Classic,Great Soundtrack,Pixel Graphics,Multiplayer"
1123,"Action,Indie,Top-Down,Horror,Shooter,Arcade,Zombies,RPG,Top-Down Shooter,2D,Singleplayer,Casual,Retro,Atmospheric,Adventure"
1124,"Action,Indie,Steampunk,Twin Stick Shooter,Naval,Top-Down"
1125,"Indie,Action,Shoot 'Em Up,Side Scroller"
1126,"Racing,Sports,Simulation,Driving,Multiplayer,Realistic,Singleplayer,Co-op,Action,First-Person"
1127,"Free to Play,RPG,Indie,Action,Strategy,Multiplayer,Trading Card Game"
1128,"Early Access,Simulation,Driving,Physics,Destruction,Realistic,Racing,Open World,Sandbox,Moddable,Singleplayer,Early Access,First-Person,Funny,Third Person,Action,Multiplayer,Adventure,Casual,Free to Play"
1129,"Simulation,Strategy,RTS,Singleplayer,Realistic,Multiplayer,Management"
1130,"Indie,Adventure,Puzzle,Casual,Physics,Platformer,Robots"
1131,"RPG,First-Person,Classic,Atmospheric,Fantasy,Dark Fantasy,Singleplayer,Underground,Action,Adventure,Story Rich,Masterpiece,Exploration,Immersive Sim,Dungeon Crawler,Horror,Magic,Action RPG,Stealth"
1132,"Strategy,Simulation,Fantasy,Base Building,RTS,Singleplayer,Isometric,Economy,Classic,Multiplayer,Medieval,Management"
1133,"Action,Adventure,Third Person,Classic,Hack and Slash,Multiplayer,Gore,Singleplayer,Mythology,Fantasy,Masterpiece"
1134,"Local Multiplayer,Indie,Local Co-Op,Action,Pixel Graphics,Platformer,4 Player Local,Multiplayer,2D,Co-op,Controller,Arcade,Fighting,Adventure,Retro,Great Soundtrack,Difficult,Online Co-Op"
1135,"Multiplayer,Funny,Pixel Graphics,Action,Local Multiplayer,2D,4 Player Local,Platformer,Indie,Fast-Paced,Comedy,Retro,Shooter,Competitive,Great Soundtrack,Local Co-Op,Co-op,Memes,Casual,1980s"
1136,"Puzzle,Indie,Casual,Relaxing,Great Soundtrack,Touch-Friendly,Singleplayer,Abstract"
1137,"RPG,Indie"
1138,"Strategy,Turn-Based,Tactical,Indie,Military,Action,Singleplayer,Shooter,War,Multiplayer"
1139,"Action,FPS,Massively Multiplayer,Indie,Shooter,Multiplayer,MOBA,First-Person,Early Access"
1140,"Early Access,Casual,Early Access,Indie,Platformer"
1141,"Puzzle,Indie,Physics,Casual,Singleplayer,2D,Great Soundtrack,Retro,Atmospheric"
1142,"Adventure,Indie,Dungeon Crawler,RPG,Grid-Based Movement,VR,Singleplayer,Horror,First-Person,Puzzle,Action,Level Editor,Atmospheric,Kickstarter,Early Access,Great Soundtrack,Strategy,Rogue-like,Classic"
1143,"RPG,Adventure,Indie,Fantasy,Top-Down"
1144,"Indie,Memes,Casual,Walking Simulator,Simulation,First-Person,FPS,Adventure,Open World,Sandbox,Comedy,Exploration,Great Soundtrack,Satire,Parody,Illuminati,Gore,Anime,Relaxing,Atmospheric"
1145,"Indie,Platformer"
1146,"Action,Indie,Adventure,Platformer,Pixel Graphics,Retro,2D,Difficult"
1147,"Indie,Simulation,Adventure,Interactive Fiction"
1148,Indie
1149,"Casual,Puzzle,Free to Play,Action,Arcade"
1150,"Action,Indie,Adventure,Cyberpunk,Sci-fi,Aliens,First-Person,Singleplayer,Story Rich,Atmospheric,FPS,Dark Humor,Exploration,Gore,Violent,Narration,Multiple Endings,Satire,Comedy,Walking Simulator"
1151,"Horror,Free to Play,Indie,Point & Click,Psychological Horror,Adventure,Story Rich,Dark,Short,First-Person,Mystery,Atmospheric,Singleplayer,Puzzle,Walking Simulator,Hidden Object,FPS,Co-op"
1152,"Strategy,Action,Indie,Casual,Puzzle"
1153,"Tower Defense,Strategy,Indie,Casual,Retro,Isometric,2D,Singleplayer,Difficult,Pixel Graphics,Sci-fi,Aliens"
1154,"Indie,Free to Play,Cats,Historical,Puzzle,Short,Singleplayer"
1155,Simulation
1156,"Free to Play,Indie,Action,Adventure,Platformer,Singleplayer,Puzzle-Platformer,2D,Controller,Atmospheric,Side Scroller,Experimental,Arcade,Puzzle,Dark,Fast-Paced,Multiplayer"
1157,"Free to Play,RPG,RPGMaker,Anime,Short,Singleplayer,Fantasy,Female Protagonist"
1158,"Free to Play,Action,Indie,Casual,Multiplayer,Robots,2D,Team-Based,Controller,Class-Based,Platformer,Cartoony,Funny,Massively Multiplayer,Shooter"
1159,"Indie,Platformer,Difficult"
1160,"Casual,Racing,Indie,Driving,Singleplayer,Level Editor"
1161,"Strategy,World War II,RTS,War,Tanks,Multiplayer"
1162,"Indie,Adventure,Family Friendly"
1163,"Hack and Slash,Action,RPG,Arcade,Co-op,Masterpiece,Adventure,Linear,Local Co-Op,Fantasy,Online Co-Op,Beat 'em up,Multiplayer,Singleplayer,Action RPG,Isometric,Top-Down,Magic,Third Person,Female Protagonist"
1164,"Action,RPG,Vampire,Hack and Slash,Local Co-Op,Female Protagonist,Co-op,Fantasy,Singleplayer"
1165,"Horror,Adventure,First-Person,Indie,Female Protagonist,Action,Survival,Walking Simulator,Rogue-like,Singleplayer,Survival Horror,Procedural Generation,Masterpiece,Short,Atmospheric,Psychological Horror,Sci-fi,Zombies,Dark,Thriller"
1166,"RPG,Action,Adventure,Indie,Massively Multiplayer"
1167,"Action,Adventure,RPG,Indie,Massively Multiplayer"
1168,"Early Access,Management,Strategy,Simulation,Crime,Early Access,Indie,Base Building,Pixel Graphics,Sandbox,2D,Singleplayer,Great Soundtrack,Action"
1169,"Strategy,RTS,Classic,Great Soundtrack,Sci-fi,Multiplayer,Singleplayer,Robots,Retro,Atmospheric,Masterpiece,1990's,Co-op,Action"
1170,"Gore,Violent,Stealth,Action,Horror,Singleplayer,Psychological Horror,Survival Horror,Atmospheric,Dark,Mature,Survival,Great Soundtrack,Classic,Third Person,Blood,Difficult,Masterpiece,Nudity"
1171,"Anime,JRPG,RPG,Cute,Singleplayer,Turn-Based,Fantasy,Great Soundtrack,Visual Novel,Story Rich,Nudity,Comedy,Action,Romance,Adventure,Hack and Slash"
1172,"Adventure,Point & Click,Indie,Singleplayer,Puzzle,Crime,Female Protagonist,Noir"
1173,"Adventure,Point & Click,Fantasy,Female Protagonist,Indie,Story Rich,Puzzle,Singleplayer,Atmospheric,Dark Fantasy"
1174,"Racing,Sports,Simulation,Offroad,Motocross,Multiplayer,Motorbike,Realistic,Action,Adventure,Bikes,Singleplayer,Free to Play"
1175,"Strategy,Action,Casual,Management,Singleplayer,Tactical,Sports,Simulation"
1176,"Indie,Pixel Graphics,Horror,Nudity,Gore,Survival Horror,Comedy,Psychological Horror,Survival,Sandbox,Sexual Content,Violent,Episodic,Singleplayer,2D,Puzzle,Funny,Difficult,Atmospheric,Retro"
1177,"Horror,Indie,Adventure,Casual,Co-op,Multiplayer,Team-Based,Exploration,Controller,Replay Value,Psychological Horror,First-Person,Walking Simulator"
1178,"RPG,Strategy,Space,Sci-fi,Masterpiece"
1179,"Free to Play,Action,Indie,Multiplayer,2D,Historical,Gore"
1180,"Simulation,Driving,Open World,Multiplayer,Singleplayer,Realistic,Relaxing,First-Person,Indie,TrackIR,Moddable,Adventure,Third Person,Exploration,Sandbox,Atmospheric,Management,Action,Online Co-Op,Survival"
1181,"Early Access,Free to Play,Sandbox,Indie,Multiplayer,Action,Early Access,Crafting,Building"
1182,"Anime,Visual Novel,Nudity,Dating Sim,Romance,Cute,Story Rich,Mature,Great Soundtrack,Singleplayer,Sexual Content,Adventure,Simulation,Casual,Atmospheric,Funny,Point & Click,Action,Choices Matter"
1183,"RPGMaker,RPG,Adventure,Casual,Anime,Indie,JRPG"
1184,"Strategy,Action,Tower Defense,Sci-fi,Indie"
1185,"Nudity,Visual Novel,Anime,Free to Play,Sexual Content,Indie,Female Protagonist,Adventure,Short,Mature,Simulation,Action,Romance,Horror"
1186,"Metroidvania,Indie,Platformer,Action,Adventure,Difficult,Pixel Graphics,RPG,Retro,2D,Great Soundtrack,Singleplayer"
1187,"Simulation,Action,Casual,Indie,First-Person,Gun Customization"
1188,"Action,FPS,Multiplayer,Level Editor,Moddable,Shooter,Fast-Paced,Competitive,Arena Shooter,Co-op,e-sports"
